Results_Name,VSPAERO_History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP_h,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CQ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CQ_h,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT_h,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chord,8.69E-02,1.01E-01,1.15E-01,1.29E-01,1.43E-01,1.55E-01,1.65E-01,1.75E-01,1.85E-01,1.95E-01,2.10E-01,2.30E-01,2.50E-01,2.70E-01,2.90E-01,2.90E-01,2.70E-01,2.50E-01,2.30E-01,2.10E-01,1.95E-01,1.85E-01,1.75E-01,1.65E-01,1.55E-01,1.43E-01,1.29E-01,1.15E-01,1.01E-01,8.69E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diameter,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETAP,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FC_AoA_,4.62E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FC_Beta_,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FC_Bref_,1.38E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FC_Cref_,1.80E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FC_Mach_,1.00E-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FC_Pitch_Rate,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FC_Rho_,2.38E-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FC_Roll__Rate,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FC_Sref_,2.25E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FC_Vinf_,1.00E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FC_Xcg_,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FC_Yaw___Rate,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FC_Ycg_,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FC_Zcg_,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FOM,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IsARotor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iter,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moment,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Momenti,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Momento,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poweri,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Powero,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPM,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SoverB,5.00E-02,9.99E-02,1.50E-01,2.00E-01,2.50E-01,2.75E-01,3.00E-01,3.25E-01,3.50E-01,3.75E-01,4.00E-01,4.25E-01,4.50E-01,4.75E-01,5.00E-01,5.25E-01,5.50E-01,5.75E-01,6.00E-01,6.25E-01,6.50E-01,6.75E-01,7.00E-01,7.25E-01,7.50E-01,8.00E-01,8.50E-01,9.00E-01,9.50E-01,1.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StallFact,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thrust,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thrusti,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thrusto,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrailVort,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V/Vref,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VortexSheet,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xavg,4.49E-01,4.26E-01,4.04E-01,3.81E-01,3.59E-01,3.43E-01,3.34E-01,3.25E-01,3.16E-01,3.07E-01,3.02E-01,3.02E-01,3.01E-01,3.01E-01,3.00E-01,3.00E-01,3.01E-01,3.01E-01,3.02E-01,3.02E-01,3.07E-01,3.16E-01,3.25E-01,3.34E-01,3.43E-01,3.59E-01,3.81E-01,4.04E-01,4.26E-01,4.49E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yavg,6.54E-01,5.85E-01,5.16E-01,4.47E-01,3.78E-01,3.27E-01,2.92E-01,2.58E-01,2.24E-01,1.89E-01,1.55E-01,1.20E-01,8.60E-02,5.16E-02,1.72E-02,-1.72E-02,-5.16E-02,-8.60E-02,-1.20E-01,-1.55E-01,-1.89E-01,-2.24E-01,-2.58E-01,-2.92E-01,-3.27E-01,-3.78E-01,-4.47E-01,-5.16E-01,-5.85E-01,-6.54E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zavg,8.27E-03,5.12E-03,1.98E-03,-1.17E-03,-4.31E-03,-6.08E-03,-6.48E-03,-6.87E-03,-7.26E-03,-7.65E-03,-7.07E-03,-5.50E-03,-3.93E-03,-2.36E-03,-7.90E-04,-7.90E-04,-2.36E-03,-3.93E-03,-5.50E-03,-7.07E-03,-7.65E-03,-7.26E-03,-6.87E-03,-6.48E-03,-6.08E-03,-4.31E-03,-1.17E-03,1.98E-03,5.12E-03,8.27E-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd,8.40E-03,-7.26E-03,-8.29E-03,-1.59E-03,1.31E-02,2.42E-02,3.55E-02,4.56E-02,5.72E-02,6.87E-02,7.35E-02,6.98E-02,6.64E-02,6.35E-02,6.16E-02,6.16E-02,6.35E-02,6.64E-02,6.98E-02,7.35E-02,6.87E-02,5.72E-02,4.56E-02,3.55E-02,2.42E-02,1.31E-02,-1.59E-03,-8.29E-03,-7.26E-03,8.40E-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd*c/cref,4.06E-03,-4.06E-03,-5.28E-03,-1.14E-03,1.04E-02,2.08E-02,3.25E-02,4.44E-02,5.88E-02,7.45E-02,8.57E-02,8.92E-02,9.22E-02,9.52E-02,9.92E-02,9.92E-02,9.52E-02,9.22E-02,8.92E-02,8.57E-02,7.45E-02,5.88E-02,4.44E-02,3.25E-02,2.08E-02,1.04E-02,-1.14E-03,-5.28E-03,-4.06E-03,4.06E-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdi,2.71E-03,-1.32E-02,-1.52E-02,-9.66E-03,3.89E-03,1.45E-02,2.53E-02,3.52E-02,4.67E-02,5.82E-02,6.33E-02,6.03E-02,5.75E-02,5.52E-02,5.38E-02,5.38E-02,5.52E-02,5.75E-02,6.03E-02,6.33E-02,5.82E-02,4.67E-02,3.52E-02,2.53E-02,1.45E-02,3.89E-03,-9.66E-03,-1.52E-02,-1.32E-02,2.71E-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdi*c/cref,1.31E-03,-7.38E-03,-9.67E-03,-6.90E-03,3.09E-03,1.25E-02,2.31E-02,3.42E-02,4.80E-02,6.30E-02,7.38E-02,7.70E-02,7.99E-02,8.28E-02,8.66E-02,8.66E-02,8.28E-02,7.99E-02,7.70E-02,7.38E-02,6.30E-02,4.80E-02,3.42E-02,2.31E-02,1.25E-02,3.09E-03,-6.90E-03,-9.67E-03,-7.38E-03,1.31E-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdo,5.69E-03,5.95E-03,6.90E-03,8.07E-03,9.21E-03,9.69E-03,1.02E-02,1.04E-02,1.06E-02,1.06E-02,1.02E-02,9.50E-03,8.86E-03,8.29E-03,7.80E-03,7.80E-03,8.29E-03,8.86E-03,9.50E-03,1.02E-02,1.06E-02,1.06E-02,1.04E-02,1.02E-02,9.69E-03,9.21E-03,8.07E-03,6.90E-03,5.95E-03,5.69E-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdo*c/cref,2.75E-03,3.33E-03,4.39E-03,5.77E-03,7.31E-03,8.34E-03,9.35E-03,1.01E-02,1.09E-02,1.15E-02,1.19E-02,1.21E-02,1.23E-02,1.24E-02,1.26E-02,1.26E-02,1.24E-02,1.23E-02,1.21E-02,1.19E-02,1.15E-02,1.09E-02,1.01E-02,9.35E-03,8.34E-03,7.31E-03,5.77E-03,4.39E-03,3.33E-03,2.75E-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cl,-5.08E-02,2.49E-01,4.83E-01,6.61E-01,7.95E-01,8.47E-01,8.97E-01,9.20E-01,9.33E-01,9.34E-01,9.03E-01,8.43E-01,7.85E-01,7.30E-01,6.78E-01,6.78E-01,7.30E-01,7.85E-01,8.43E-01,9.03E-01,9.34E-01,9.33E-01,9.20E-01,8.97E-01,8.47E-01,7.95E-01,6.61E-01,4.83E-01,2.49E-01,-5.08E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cl*c/cref,-2.45E-02,1.39E-01,3.07E-01,4.73E-01,6.31E-01,7.30E-01,8.22E-01,8.94E-01,9.59E-01,1.01E+00,1.05E+00,1.08E+00,1.09E+00,1.09E+00,1.09E+00,1.09E+00,1.09E+00,1.09E+00,1.08E+00,1.05E+00,1.01E+00,9.59E-01,8.94E-01,8.22E-01,7.30E-01,6.31E-01,4.73E-01,3.07E-01,1.39E-01,-2.45E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cli,-5.10E-02,2.49E-01,4.83E-01,6.62E-01,7.97E-01,8.49E-01,8.98E-01,9.21E-01,9.34E-01,9.35E-01,9.04E-01,8.44E-01,7.86E-01,7.31E-01,6.79E-01,6.79E-01,7.31E-01,7.86E-01,8.44E-01,9.04E-01,9.35E-01,9.34E-01,9.21E-01,8.98E-01,8.49E-01,7.97E-01,6.62E-01,4.83E-01,2.49E-01,-5.10E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cli*c/cref,-2.46E-02,1.39E-01,3.07E-01,4.73E-01,6.32E-01,7.31E-01,8.23E-01,8.95E-01,9.60E-01,1.01E+00,1.05E+00,1.08E+00,1.09E+00,1.10E+00,1.09E+00,1.09E+00,1.10E+00,1.09E+00,1.08E+00,1.05E+00,1.01E+00,9.60E-01,8.95E-01,8.23E-01,7.31E-01,6.32E-01,4.73E-01,3.07E-01,1.39E-01,-2.46E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clo,1.90E-04,-1.20E-04,-4.30E-04,-7.70E-04,-1.13E-03,-1.30E-03,-1.36E-03,-1.40E-03,-1.41E-03,-1.41E-03,-1.29E-03,-1.07E-03,-9.00E-04,-7.70E-04,-6.60E-04,-6.60E-04,-7.70E-04,-9.00E-04,-1.07E-03,-1.29E-03,-1.41E-03,-1.41E-03,-1.40E-03,-1.36E-03,-1.30E-03,-1.13E-03,-7.70E-04,-4.30E-04,-1.20E-04,1.90E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clo*c/cref,9.17E-05,-6.71E-05,-2.74E-04,-5.50E-04,-8.97E-04,-1.12E-03,-1.25E-03,-1.36E-03,-1.45E-03,-1.53E-03,-1.50E-03,-1.37E-03,-1.25E-03,-1.15E-03,-1.06E-03,-1.06E-03,-1.15E-03,-1.25E-03,-1.37E-03,-1.50E-03,-1.53E-03,-1.45E-03,-1.36E-03,-1.25E-03,-1.12E-03,-8.97E-04,-5.50E-04,-2.74E-04,-6.71E-05,9.17E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmx,-3.76E-01,1.44E+00,2.16E+00,2.29E+00,2.10E+00,1.78E+00,1.59E+00,1.36E+00,1.13E+00,9.07E-01,6.66E-01,4.41E-01,2.70E-01,1.39E-01,3.89E-02,-3.89E-02,-1.39E-01,-2.70E-01,-4.41E-01,-6.66E-01,-9.07E-01,-1.13E+00,-1.36E+00,-1.59E+00,-1.78E+00,-2.10E+00,-2.29E+00,-2.16E+00,-1.44E+00,3.76E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmx*c/cref,-1.82E-01,8.03E-01,1.38E+00,1.64E+00,1.67E+00,1.54E+00,1.46E+00,1.32E+00,1.16E+00,9.82E-01,7.77E-01,5.64E-01,3.74E-01,2.08E-01,6.26E-02,-6.26E-02,-2.08E-01,-3.74E-01,-5.64E-01,-7.77E-01,-9.82E-01,-1.16E+00,-1.32E+00,-1.46E+00,-1.54E+00,-1.67E+00,-1.64E+00,-1.38E+00,-8.03E-01,1.82E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmxi,-3.81E-01,1.43E+00,2.16E+00,2.29E+00,2.10E+00,1.79E+00,1.59E+00,1.36E+00,1.13E+00,9.07E-01,6.67E-01,4.42E-01,2.70E-01,1.39E-01,3.89E-02,-3.89E-02,-1.39E-01,-2.70E-01,-4.42E-01,-6.67E-01,-9.07E-01,-1.13E+00,-1.36E+00,-1.59E+00,-1.79E+00,-2.10E+00,-2.29E+00,-2.16E+00,-1.43E+00,3.81E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmxi*c/cref,-1.84E-01,8.02E-01,1.38E+00,1.64E+00,1.67E+00,1.54E+00,1.46E+00,1.32E+00,1.16E+00,9.83E-01,7.78E-01,5.64E-01,3.74E-01,2.08E-01,6.26E-02,-6.26E-02,-2.08E-01,-3.74E-01,-5.64E-01,-7.78E-01,-9.83E-01,-1.16E+00,-1.32E+00,-1.46E+00,-1.54E+00,-1.67E+00,-1.64E+00,-1.38E+00,-8.02E-01,1.84E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmxo,4.90E-03,2.06E-03,5.50E-04,-4.20E-04,-1.01E-03,-1.08E-03,-9.50E-04,-8.10E-04,-6.70E-04,-5.40E-04,-3.40E-04,-1.60E-04,-6.00E-05,-2.00E-05,0.00E+00,0.00E+00,2.00E-05,6.00E-05,1.60E-04,3.40E-04,5.40E-04,6.70E-04,8.10E-04,9.50E-04,1.08E-03,1.01E-03,4.20E-04,-5.50E-04,-2.06E-03,-4.90E-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmxo*c/cref,2.37E-03,1.15E-03,3.50E-04,-3.00E-04,-8.02E-04,-9.30E-04,-8.71E-04,-7.87E-04,-6.89E-04,-5.85E-04,-3.97E-04,-2.04E-04,-8.33E-05,-3.00E-05,0.00E+00,0.00E+00,3.00E-05,8.33E-05,2.04E-04,3.97E-04,5.85E-04,6.89E-04,7.87E-04,8.71E-04,9.30E-04,8.02E-04,3.00E-04,-3.50E-04,-1.15E-03,-2.37E-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmy,3.13E-01,-8.06E-01,-1.30E+00,-1.45E+00,-1.41E+00,-1.27E+00,-1.20E+00,-1.10E+00,-9.96E-01,-8.91E-01,-7.57E-01,-6.12E-01,-4.99E-01,-4.10E-01,-3.41E-01,-3.41E-01,-4.10E-01,-4.99E-01,-6.12E-01,-7.57E-01,-8.91E-01,-9.96E-01,-1.10E+00,-1.20E+00,-1.27E+00,-1.41E+00,-1.45E+00,-1.30E+00,-8.06E-01,3.13E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmy*c/cref,1.51E-01,-4.51E-01,-8.29E-01,-1.04E+00,-1.12E+00,-1.10E+00,-1.10E+00,-1.07E+00,-1.02E+00,-9.65E-01,-8.83E-01,-7.82E-01,-6.92E-01,-6.14E-01,-5.49E-01,-5.49E-01,-6.14E-01,-6.92E-01,-7.82E-01,-8.83E-01,-9.65E-01,-1.02E+00,-1.07E+00,-1.10E+00,-1.10E+00,-1.12E+00,-1.04E+00,-8.29E-01,-4.51E-01,1.51E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmyi,3.15E-01,-8.05E-01,-1.30E+00,-1.45E+00,-1.41E+00,-1.27E+00,-1.20E+00,-1.10E+00,-9.96E-01,-8.91E-01,-7.58E-01,-6.12E-01,-4.99E-01,-4.10E-01,-3.41E-01,-3.41E-01,-4.10E-01,-4.99E-01,-6.12E-01,-7.58E-01,-8.91E-01,-9.96E-01,-1.10E+00,-1.20E+00,-1.27E+00,-1.41E+00,-1.45E+00,-1.30E+00,-8.05E-01,3.15E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmyi*c/cref,1.52E-01,-4.50E-01,-8.29E-01,-1.04E+00,-1.12E+00,-1.10E+00,-1.10E+00,-1.07E+00,-1.02E+00,-9.65E-01,-8.84E-01,-7.82E-01,-6.92E-01,-6.14E-01,-5.49E-01,-5.49E-01,-6.14E-01,-6.92E-01,-7.82E-01,-8.84E-01,-9.65E-01,-1.02E+00,-1.07E+00,-1.10E+00,-1.10E+00,-1.12E+00,-1.04E+00,-8.29E-01,-4.50E-01,1.52E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
